"AOI.Name","Trial","Stimulus","Category.Group","Index","Event.Start.Trial.Time","Event.End.Trial.Time","Event.Duration"
NA,12,"Folie4.jpg","Eye",1,418.6,552.2,25.1
NA,10,"Folie23.jpg","Eye",10,4122.4,4135.3,50.1
NA,28,"Folie6.jpg","Eye",13,4243.8,4246.8,16.7
NA,14,"Folie20.jpg","Eye",33,7952.9,7957.1,16.7
NA,14,"Folie20.jpg","Eye",20,5067.1,5080.3,8.3
"Grid",25,"Folie28.jpg","Eye",11,4326.8,4616.3,275.5
NA,30,"Folie17.jpg","Eye",32,8390,8415,33.4
NA,4,"Folie24.jpg","Eye",9,4665.5,4680.4,16.7
"Grid",7,"Folie26.jpg","Eye",28,8103.8,8191.9,108.6
"Target Word",18,"Folie11.jpg","Eye",9,3540.7,3724,167
NA,20,"Folie29.jpg","Eye",1,1.2,50.6,58.5
"Grid",17,"Folie1.jpg","Eye",13,5031.4,5311.8,259
NA,7,"Folie26.jpg","Eye",3,538.7,548.1,8.3
NA,3,"Folie25.jpg","Eye",5,5755.5,5760.8,100.2
"Fixation",8,"Folie22.jpg","Eye",6,1206,2235.3,1110.5
"Target Word",7,"Folie26.jpg","Eye",17,4988.3,5188.8,142
"Grid",26,"Folie5.jpg","Eye",6,2937.6,3099.8,142
NA,23,"Folie14.jpg","Eye",2,1053,2435.9,818.2
NA,30,"Folie17.jpg","Eye",1,436.9,572.1,133.6
NA,12,"Folie4.jpg","Eye",11,4392.5,4406.6,8.4
"Grid",23,"Folie14.jpg","Eye",22,7545.2,7910.7,317.4
"Grid",25,"Folie28.jpg","Eye",13,4016.8,4272.8,210.4
NA,23,"Folie14.jpg","Eye",33,8955.6,9086.8,108.6
"Fixation",26,"Folie5.jpg","Information",1,0,NA,NA
"Grid",30,"Folie17.jpg","Eye",13,4315.3,4415.4,142
"Grid",21,"Folie10.jpg","Eye",25,7282.3,7503.1,317.4
NA,6,"Folie9.jpg","Eye",28,8114.5,8129.2,8.4
"Grid",9,"Folie16.jpg","Eye",9,2786.6,2850.5,83.5
"Grid",1,"Folie19.jpg","Eye",18,4761.2,4960.6,175.5
NA,29,"Folie15.jpg","Information",1,0,NA,NA
NA,6,"Folie9.jpg","Eye",16,5313.9,5322.9,50.1
NA,8,"Folie22.jpg","Eye",6,2452.6,2450.3,16.7
NA,14,"Folie20.jpg","Eye",7,2762,2791.2,25.1
"Grid",28,"Folie6.jpg","Eye",24,6720.2,7611.1,715.2
NA,3,"Folie25.jpg","Eye",11,5453.3,5494.9,16.7
NA,23,"Folie14.jpg","Eye",11,4063.1,4055.9,58.5
"Grid",28,"Folie6.jpg","Eye",8,2593,2716.4,91.8
NA,13,"Folie7.jpg","Eye",19,5560,5608.2,33.4
NA,21,"Folie10.jpg","Eye",17,3854.8,3881.4,33.4
"Grid",25,"Folie28.jpg","Eye",9,2884.4,3131.6,217.2
NA,6,"Folie9.jpg","Eye",15,4519.2,4533.7,41.8
"Grid",15,"Folie8.jpg","Eye",21,4914.7,5275.3,367.4
NA,20,"Folie29.jpg","Eye",15,4359.9,4366,8.4
"White Space",13,"Folie7.jpg","Eye",21,5692.6,5888.6,183.6
NA,23,"Folie14.jpg","Eye",2,557.4,570.3,16.7
NA,18,"Folie11.jpg","Eye",10,3981.1,4001.5,58.5
"Grid",29,"Folie15.jpg","Eye",13,4315.3,4577.3,275.6
NA,19,"Folie2.jpg","Eye",2,1101.1,1162.9,33.4
"Grid",6,"Folie9.jpg","Eye",24,8786.1,9077.4,292.3
"Target Word",7,"Folie26.jpg","Eye",8,3116.1,3363.7,242.1
NA,27,"Folie18.jpg","Eye",3,2221.7,2356.9,142
"Fixation",16,"Folie27.jpg","Eye",5,1026,1104,116.8
"Target Word",21,"Folie10.jpg","Eye",7,2727,3124.8,325.6
NA,21,"Folie10.jpg","Eye",19,6871.5,6884.3,33.4
"Target Word",6,"Folie9.jpg","Eye",6,2364.8,2674.9,367.3
NA,10,"Folie23.jpg","Eye",3,745.5,731,16.7
"Fixation",28,"Folie6.jpg","Eye",3,690.2,964.1,225.6
"Grid",26,"Folie5.jpg","Eye",15,4533.5,4864.6,283.8
"Target Word",17,"Folie1.jpg","Eye",17,6161.2,6253.8,117
NA,9,"Folie16.jpg","Eye",3,2326.6,2332.5,8.3
"Target Word",14,"Folie20.jpg","Eye",1,7.7,107.5,83.5
NA,29,"Folie15.jpg","Eye",12,4733.1,4742.2,16.7
"Grid",23,"Folie14.jpg","Eye",3,2271.6,2388.7,125.3
"Grid",24,"Folie21.jpg","Eye",13,3766.4,3975.4,217.2
NA,26,"Folie5.jpg","Eye",19,4814.1,4833.7,16.7
NA,3,"Folie25.jpg","Eye",10,3287.4,3289.9,25.1
NA,29,"Folie15.jpg","Eye",24,7138.3,7139.9,8.3
NA,2,"Folie3.jpg","Eye",7,2858.7,2923.5,50
NA,18,"Folie11.jpg","Eye",23,7307.2,7317.7,58.4
NA,24,"Folie21.jpg","Eye",21,8852.5,8881.3,16.7
NA,30,"Folie17.jpg","Eye",13,6065.8,6062.2,8.3
"Grid",23,"Folie14.jpg","Eye",9,2935.8,3227.8,250.6
NA,25,"Folie28.jpg","Eye",4,2224.8,2240,8.4
"Grid",4,"Folie24.jpg","Eye",14,4532.4,4664,133.5
"Grid",29,"Folie15.jpg","Eye",28,8973.1,9079.8,100.2
NA,18,"Folie11.jpg","Eye",3,243.5,343.3,58.4
NA,20,"Folie29.jpg","Eye",10,3267.8,3275.6,16.7
NA,23,"Folie14.jpg","Eye",2,348,383.9,33.4
NA,14,"Folie20.jpg","Eye",9,2951.7,2966.8,33.4
"Grid",11,"Folie30.jpg","Eye",19,5817.1,5987.2,158.5
"Grid",22,"Folie13.jpg","Eye",13,3311.9,3647.3,317.1
NA,21,"Folie10.jpg","Eye",3,495.4,515,25.1
"Grid",15,"Folie8.jpg","Eye",17,3875.6,3965.4,100.2
"Fixation",18,"Folie11.jpg","Eye",3,400.3,868.4,459.2
"Grid",24,"Folie21.jpg","Eye",22,5871.7,6207.6,345
NA,7,"Folie26.jpg","Eye",4,1067,1102.3,8.4
"Grid",16,"Folie27.jpg","Eye",13,4084.3,4366.1,250.5
NA,27,"Folie18.jpg","Eye",2,3965,4885.5,884.9
NA,8,"Folie22.jpg","Eye",13,4250.8,4271.8,75.2
NA,16,"Folie27.jpg","Eye",22,7901.2,7907.1,16.7
NA,7,"Folie26.jpg","Eye",22,5634.9,5669.8,8.3
NA,22,"Folie13.jpg","Eye",21,7268.4,7274.9,8.3
NA,4,"Folie24.jpg","Eye",2,5992.8,6336.8,100.2
"Target Word",8,"Folie22.jpg","Eye",25,7249.2,7411.9,267.1
NA,19,"Folie2.jpg","Eye",2,2213.5,2320.8,50.1
NA,19,"Folie2.jpg","Eye",17,5013.6,5042.9,50.1
"Grid",27,"Folie18.jpg","Eye",4,1934.4,2232.5,442.7
"Grid",25,"Folie28.jpg","Eye",2,119.3,321.4,242.1
NA,20,"Folie29.jpg","Eye",2,3855.4,4363.4,442.5
NA,8,"Folie22.jpg","Eye",2,2824.3,2829.5,83.5
NA,26,"Folie5.jpg","Eye",3,492.7,500.7,8.3
NA,8,"Folie22.jpg","Eye",12,3546.8,3583.8,8.4
"Grid",27,"Folie18.jpg","Eye",13,4058.2,4117.3,125
"Target Word",25,"Folie28.jpg","Eye",27,8643,9094.9,451
"Grid",8,"Folie22.jpg","Eye",11,3604.1,3960.5,300.4
NA,7,"Folie26.jpg","Eye",6,1075.1,1091.6,8.4
NA,18,"Folie11.jpg","Eye",30,6238.3,6253.4,8.4
NA,11,"Folie30.jpg","Eye",18,6362.8,6370,8.6
NA,2,"Folie3.jpg","Eye",12,3802.4,3823.7,16.7
NA,23,"Folie14.jpg","Eye",10,3424.7,3432,16.7
"Grid",30,"Folie17.jpg","Eye",18,5430,5578.7,175.4
"Fixation",25,"Folie28.jpg","Eye",2,415.5,517.6,83.5
"Grid",28,"Folie6.jpg","Eye",16,4714,4883.9,217.2
NA,27,"Folie18.jpg","Eye",9,3576.8,3573.9,41.7
"Fixation",11,"Folie30.jpg","Eye",4,521.8,1756.5,1135.9
"Grid",26,"Folie5.jpg","Eye",2,104.7,260.3,116.9
NA,27,"Folie18.jpg","Eye",12,3990.4,4017.8,8.4
"Grid",19,"Folie2.jpg","Eye",19,6444.3,6698.3,258.7
NA,7,"Folie26.jpg","Eye",19,5417.5,5427.2,50.1
NA,12,"Folie4.jpg","Eye",20,4423.8,4459.4,16.7
"Grid",25,"Folie28.jpg","Eye",13,5238.7,5560.6,342.5
"Grid",2,"Folie3.jpg","Eye",14,4082.8,4213.2,183.8
NA,26,"Folie5.jpg","Eye",19,5802.8,5823.6,8.4
"Grid",5,"Folie12.jpg","Eye",22,5938.6,6091.2,192
NA,27,"Folie18.jpg","Eye",15,3797.7,3807.6,8.4
"White Space",15,"Folie8.jpg","Eye",23,6363,6517,158.6
"Grid",30,"Folie17.jpg","Eye",11,3518.9,3674.8,175.3
NA,4,"Folie24.jpg","Eye",15,4009.1,4017.2,16.7
NA,14,"Folie20.jpg","Eye",19,7167,7191.3,25.1
NA,5,"Folie12.jpg","Eye",1,154.5,493.8,116.9
NA,3,"Folie25.jpg","Eye",6,2854.3,2874.7,41.7
NA,7,"Folie26.jpg","Eye",25,6778.6,6801.9,25
"White Space",28,"Folie6.jpg","Eye",24,7210.7,8062.6,906.8
"Grid",28,"Folie6.jpg","Eye",14,3677.8,3854.8,158.6
"Grid",4,"Folie24.jpg","Eye",29,8545.8,8662.9,91.8
"Fixation",20,"Folie29.jpg","Eye",5,1077.7,2142.8,818.3
NA,25,"Folie28.jpg","Eye",20,7595.5,7599.6,8.3
NA,6,"Folie9.jpg","Eye",4,2240.5,2275.1,33.4
NA,3,"Folie25.jpg","Eye",22,6537.5,6566.9,8.3
NA,24,"Folie21.jpg","Eye",5,2271,2286.8,8.4
NA,26,"Folie5.jpg","Eye",11,5043.1,5059.3,16.7
"Grid",1,"Folie19.jpg","Eye",5,2470.5,2539.9,83.5
NA,10,"Folie23.jpg","Eye",9,2821.1,2835.6,33.5
"Grid",29,"Folie15.jpg","Eye",28,8439.7,8836.1,392.6
"Fixation",12,"Folie4.jpg","Eye",21,7730.1,8107.3,342.4
"Grid",17,"Folie1.jpg","Information",6,2288.1,2353.8,66.8
NA,12,"Folie4.jpg","Eye",26,8311.5,8366.5,33.4
NA,24,"Folie21.jpg","Eye",8,4329.8,4348.5,16.7
NA,22,"Folie13.jpg","Eye",3,8054.4,8849.3,843.2
NA,7,"Folie26.jpg","Eye",17,8191.9,8236.6,8.3
"Fixation",2,"Folie3.jpg","Eye",26,7353,7969.9,517.8
NA,15,"Folie8.jpg","Eye",2,85.2,217.5,8.4
"Grid",4,"Folie24.jpg","Eye",29,8159.2,8317.1,142
"Grid",25,"Folie28.jpg","Eye",6,2274.8,2416.1,133.5
NA,30,"Folie17.jpg","Eye",2,880.1,880.1,8.4
NA,30,"Folie17.jpg","Eye",19,7500.2,7495.9,8.3
NA,17,"Folie1.jpg","Eye",6,2375,2375.6,8.3
"Grid",21,"Folie10.jpg","Eye",17,4253.2,4485,91.9
"Fixation",16,"Folie27.jpg","Eye",5,1026,1257.4,208.7
NA,30,"Folie17.jpg","Eye",10,2842.6,2899.2,25
"Fixation",29,"Folie15.jpg","Eye",2,281.7,467.2,183.8
"Grid",3,"Folie25.jpg","Eye",25,7442.3,7754.2,275.5
NA,24,"Folie21.jpg","Eye",2,494,492.6,8.3
"Grid",12,"Folie4.jpg","Eye",7,1576.4,1716.7,367.3
"Grid",12,"Folie4.jpg","Eye",11,3506.7,3700.3,150.4
NA,10,"Folie23.jpg","Eye",17,4811.3,4849.1,58.4
NA,5,"Folie12.jpg","Eye",24,6791.3,6809,16.7
NA,19,"Folie2.jpg","Eye",28,7433.7,7435,8.4
NA,4,"Folie24.jpg","Eye",14,4913.5,4921.4,8.3
NA,28,"Folie6.jpg","Eye",11,3754.5,3768.9,8.3
"Grid",25,"Folie28.jpg","Eye",11,3350.9,3610.5,300.6
"Grid",18,"Folie11.jpg","Eye",14,3474.1,3774.4,250.6
"Grid",22,"Folie13.jpg","Eye",9,3932,4077.4,150.3
NA,12,"Folie4.jpg","Eye",2,913.1,929.8,8.4
NA,8,"Folie22.jpg","Eye",27,8700.8,8735.6,8.3
NA,21,"Folie10.jpg","Eye",15,5309.4,5343.3,16.7
NA,8,"Folie22.jpg","Eye",9,2512.3,2587.6,8.4
"Grid",9,"Folie16.jpg","Eye",7,2967.7,3261.8,283.9
"Grid",11,"Folie30.jpg","Eye",16,5759.6,6229.4,459.2
NA,6,"Folie9.jpg","Eye",17,6132.2,6179.1,33.4
"Grid",7,"Folie26.jpg","Eye",7,2675.2,3429.3,484.3
NA,30,"Folie17.jpg","Eye",23,6366.2,6429,41.8
"Fixation",20,"Folie29.jpg","Eye",3,402.6,562.7,166.9
NA,1,"Folie19.jpg","Eye",5,2021.6,2028,8.4
"Fixation",4,"Folie24.jpg","Eye",3,899.6,1298,400.9
NA,20,"Folie29.jpg","Eye",10,3444.6,3463.8,8.4
NA,24,"Folie21.jpg","Eye",20,7299.6,7315.6,83.5
"Grid",20,"Folie29.jpg","Eye",20,5988.2,6439.2,467.8
"Fixation",27,"Folie18.jpg","Eye",4,1898.4,2265.8,275.5
NA,18,"Folie11.jpg","Eye",89,45713.3,45721.7,26
"Target Word",6,"Folie9.jpg","Eye",8,2533.1,2818.7,242.1
NA,14,"Folie20.jpg","Eye",8,3332.3,3345.7,16.7
"Grid",14,"Folie20.jpg","Eye",18,4116.9,4236.6,175.3
NA,24,"Folie21.jpg","Eye",4,7354.4,7499,350.7
"Fixation",23,"Folie14.jpg","Eye",22,8858.7,9079.4,217.1
"Grid",18,"Folie11.jpg","Eye",10,3267.4,3467.4,208.7
NA,11,"Folie30.jpg","Eye",3,1477.8,1489.9,41.7
NA,30,"Folie17.jpg","Eye",7,2438.4,2462.3,50.1
NA,21,"Folie10.jpg","Eye",9,4555.7,4575.6,8.4
NA,17,"Folie1.jpg","Eye",2,480.5,471.8,8.3
"Fixation",2,"Folie3.jpg","Eye",6,839.7,2195.9,1269.2
"Grid",28,"Folie6.jpg","Eye",23,5792.2,5972.4,208.8
"White Space",2,"Folie3.jpg","Eye",23,7444.9,7594.3,158.6
"Fixation",13,"Folie7.jpg","Eye",16,8145.1,8158.5,217.2
NA,5,"Folie12.jpg","Eye",10,3609.7,3652.4,16.7
"Fixation",18,"Folie11.jpg","Eye",3,318.7,326,75.3
"Grid",13,"Folie7.jpg","Eye",10,3688.7,4052.4,384
"Grid",9,"Folie16.jpg","Eye",13,5320.2,5862.5,601.1
"Grid",6,"Folie9.jpg","Eye",5,2235.7,2347.4,125.3
"Grid",16,"Folie27.jpg","Information",7,2415.6,2489.6,108.5
"Grid",7,"Folie26.jpg","Eye",16,4328.8,4546.3,283.9
"Target Word",27,"Folie18.jpg","Eye",8,2750.1,3008.4,258.8
NA,30,"Folie17.jpg","Eye",9,3006.2,3025.6,16.7
NA,18,"Folie11.jpg","Eye",11,4015.8,4020.5,16.7
"Grid",26,"Folie5.jpg","Eye",10,3601.3,3768.3,167
"Grid",11,"Folie30.jpg","Eye",2,191.5,352.5,167
NA,23,"Folie14.jpg","Eye",6,3226.3,3243,8.3
NA,6,"Folie9.jpg","Eye",14,4467.8,4476.2,8.4
"Fixation",22,"Folie13.jpg","Eye",3,757.1,2265.2,1486.5
NA,17,"Folie1.jpg","Eye",6,2317,2334.3,17
NA,14,"Folie20.jpg","Eye",5,1286.2,1275.4,8.4
"Grid",3,"Folie25.jpg","Information",26,8976.8,9091.7,142
"Grid",11,"Folie30.jpg","Eye",8,3030.8,3228.8,175.3
NA,26,"Folie5.jpg","Eye",5,2386.4,2411,25.1
NA,21,"Folie10.jpg","Eye",1,216,231.5,33.4
"Fixation",4,"Folie24.jpg","Eye",3,259.3,408.1,150.3
NA,3,"Folie25.jpg","Eye",19,5917.6,5920.8,25.1
"Grid",5,"Folie12.jpg","Eye",5,1563.9,1795,359.2
NA,8,"Folie22.jpg","Eye",26,8876.6,8916.5,50.1
NA,5,"Folie12.jpg","Eye",22,7125.6,7134.3,8.4
NA,7,"Folie26.jpg","Eye",1,329.8,388.2,41.7
NA,29,"Folie15.jpg","Eye",3,2390.1,2447.2,25.1
NA,19,"Folie2.jpg","Eye",13,4039.3,4055.9,16.7
NA,23,"Folie14.jpg","Eye",10,4089.6,4123.1,41.8
"Fixation",3,"Folie25.jpg","Eye",1,7.3,318.6,317.4
NA,15,"Folie8.jpg","Eye",1,3236.3,4093.1,884.6
"Grid",9,"Folie16.jpg","Eye",17,4780.9,4932.9,125.2
NA,21,"Folie10.jpg","Eye",5,2364.7,2381.4,33.4
NA,8,"Folie22.jpg","Eye",5,1179.6,1247.4,83.5
"Grid",3,"Folie25.jpg","Eye",14,7164.8,7547.5,375.8
NA,24,"Folie21.jpg","Eye",17,4684.3,4730.7,16.7
"Grid",2,"Folie3.jpg","Eye",16,4881.4,5047.9,141.9
NA,28,"Folie6.jpg","Eye",4,2777.3,2798.9,50.1
"Grid",14,"Folie20.jpg","Eye",14,3429.5,3646.6,233.7
NA,2,"Folie3.jpg","Eye",11,4780,4807.6,50.1
"Grid",19,"Folie2.jpg","Eye",22,8370.3,8522.7,192.1
NA,22,"Folie13.jpg","Eye",14,6444.9,6453.4,8.3
"Grid",29,"Folie15.jpg","Eye",14,4641.1,4734.4,133.6
"Grid",10,"Folie23.jpg","Eye",1,21.5,95.7,83.5
"Grid",9,"Folie16.jpg","Eye",1,1.1,236.2,233.7
NA,24,"Folie21.jpg","Eye",10,3760.5,3768.8,16.7
NA,18,"Folie11.jpg","Eye",1,333.6,397.6,58.4
NA,21,"Folie10.jpg","Eye",8,2307.7,2311.8,8.3
NA,26,"Folie5.jpg","Eye",2,478.5,491,8.4
"Grid",14,"Folie20.jpg","Eye",13,4061.6,4179.8,133.6
"Grid",10,"Folie23.jpg","Eye",16,4544.9,4619,142
"Grid",21,"Folie10.jpg","Eye",14,4790.1,4992,183.6
NA,1,"Folie19.jpg","Eye",6,1563.7,1620.3,33.4
"Grid",15,"Folie8.jpg","Eye",19,4688.8,4764.9,66.8
"Fixation",15,"Folie8.jpg","Eye",3,486.3,744.9,233.6
NA,9,"Folie16.jpg","Eye",30,8662.9,8667.8,8.3
NA,25,"Folie28.jpg","Eye",26,8306.8,8305.9,16.7
"Grid",14,"Folie20.jpg","Eye",20,4900.6,5061.7,125.2
"Fixation",18,"Folie11.jpg","Eye",28,28519.5,28839.9,1553.1
"Grid",30,"Folie17.jpg","Eye",22,7469.7,7761.1,275.5
NA,7,"Folie26.jpg","Eye",3,2238.1,2283,50.1
"Grid",29,"Folie15.jpg","Eye",17,5313.6,5394.6,75.1
"Target Word",29,"Folie15.jpg","Eye",4,2384.4,2476.1,83.5
NA,13,"Folie7.jpg","Eye",6,2837,2867,50.1
NA,5,"Folie12.jpg","Eye",5,2388.5,2392.7,33.4
NA,20,"Folie29.jpg","Eye",6,2754.2,2775.6,8.4
NA,26,"Folie5.jpg","Eye",2,267.6,330.7,83.5
NA,2,"Folie3.jpg","Eye",17,5226.5,5246.7,8.5
NA,17,"Folie1.jpg","Eye",1,3360.3,4342.1,801.5
"Grid",25,"Folie28.jpg","Eye",12,4001.8,4720.6,601.4
"White Space",29,"Folie15.jpg","Eye",25,7264,7421.8,183.6
NA,17,"Folie1.jpg","Eye",1,3929.1,4248.9,425.9
NA,12,"Folie4.jpg","Eye",4,7090.6,7579,83.5
NA,8,"Folie22.jpg","Eye",2,6573.3,7840.5,977
NA,14,"Folie20.jpg","Eye",9,3930.5,3924.9,8.3
"Fixation",9,"Folie16.jpg","Eye",2,326,711.4,308.7
NA,1,"Folie19.jpg","Eye",4,2389.7,2398.1,8.4
NA,4,"Folie24.jpg","Eye",11,3180.3,3187.6,16.7
NA,30,"Folie17.jpg","Eye",19,7651.6,7679.7,8.3
"Grid",20,"Folie29.jpg","Eye",6,2605.2,2744.1,142
"Target Word",30,"Folie17.jpg","Eye",6,2591.4,2837,217.2
"Grid",24,"Folie21.jpg","Eye",4,1515.2,1640.8,192
"Grid",15,"Folie8.jpg","Eye",23,7090,7266.9,167.1
"Target Word",27,"Folie18.jpg","Eye",9,2772.5,2828.6,142
NA,1,"Folie19.jpg","Eye",8,2606.5,2611.1,8.3
"Grid",25,"Folie28.jpg","Eye",30,8607.2,8792.8,167
NA,28,"Folie6.jpg","Eye",19,7951.8,7963.2,8.4
NA,4,"Folie24.jpg","Eye",13,4815.7,4889.7,33.4
NA,7,"Folie26.jpg","Eye",2,471.9,495.2,8.3
NA,20,"Folie29.jpg","Eye",31,8401.8,8424.8,16.7
NA,28,"Folie6.jpg","Eye",19,5800.5,5824.3,25.1
NA,26,"Folie5.jpg","Eye",20,7752.6,7767.1,50.1
NA,10,"Folie23.jpg","Eye",12,2826.9,2835.6,16.7
NA,2,"Folie3.jpg","Eye",14,4617.4,4644.5,8.3
NA,16,"Folie27.jpg","Eye",23,8285.2,8313.9,25
"Target Word",24,"Folie21.jpg","Eye",4,2540.6,2839.6,275.6
NA,19,"Folie2.jpg","Eye",23,5559.9,5574.3,16.7
NA,30,"Folie17.jpg","Eye",30,8183.4,8191.8,16.7
"Target Word",20,"Folie29.jpg","Eye",10,2673,2734.8,83.5
NA,23,"Folie14.jpg","Eye",1,3872.5,4331.3,433.9
NA,15,"Folie8.jpg","Eye",24,6725.9,6726.8,8.4
"Grid",8,"Folie22.jpg","Eye",12,3453,3636.7,175.3
NA,1,"Folie19.jpg","Eye",16,5987.4,6008.2,16.7
NA,11,"Folie30.jpg","Eye",7,2614.9,2642.6,8.4
"Grid",5,"Folie12.jpg","Eye",8,2923.4,3030.9,117
NA,27,"Folie18.jpg","Eye",18,5298.3,5317.1,8.3
NA,26,"Folie5.jpg","Eye",15,5026.3,5052,16.7
"Grid",29,"Folie15.jpg","Eye",11,3373.4,3600.7,200.3
NA,13,"Folie7.jpg","Eye",8,4688.1,4678.9,8.4
NA,28,"Folie6.jpg","Eye",10,3643.2,3669.6,33.4
"Grid",21,"Folie10.jpg","Eye",12,5048.5,5419.5,317.4
NA,10,"Folie23.jpg","Eye",2,6841.2,7628.8,993.7
"Grid",27,"Folie18.jpg","Eye",10,3330.1,3514.1,233.7
NA,26,"Folie5.jpg","Eye",15,7263,7317,33.4
NA,16,"Folie27.jpg","Eye",14,4088.6,4108,16.7
NA,26,"Folie5.jpg","Eye",4,1907.7,1934.9,8.3
NA,9,"Folie16.jpg","Eye",7,2244.7,2291.4,25
"Fixation",9,"Folie16.jpg","Eye",4,948.1,2231,1252.6
"Grid",2,"Folie3.jpg","Eye",23,6196.9,6332,125.3
NA,24,"Folie21.jpg","Eye",16,5007.4,5001.8,25
NA,16,"Folie27.jpg","Eye",22,5154,5165.4,8.3
"Grid",27,"Folie18.jpg","Eye",26,7579.2,7686.7,66.8
"Grid",20,"Folie29.jpg","Eye",17,7534.7,7629.1,100.1
"Grid",18,"Folie11.jpg","Eye",21,7129.2,7199.5,66.8
"Grid",19,"Folie2.jpg","Eye",1,3.1,194.7,192
NA,5,"Folie12.jpg","Eye",11,3799.3,3809.6,41.7
"Fixation",1,"Folie19.jpg","Eye",4,504.7,1434,1010.3
NA,5,"Folie12.jpg","Eye",26,5686.6,5708.5,8.4
NA,17,"Folie1.jpg","Eye",32,9031.8,9086.1,58.4
"Grid",22,"Folie13.jpg","Eye",13,5252,5410.6,158.6
"Grid",27,"Folie18.jpg","Eye",29,8061.8,8464.5,526.1
NA,26,"Folie5.jpg","Eye",16,6715.1,6730.8,33
"Target Word",28,"Folie6.jpg","Eye",8,2576.2,2813.8,267.1
"Fixation",25,"Folie28.jpg","Eye",19,6203.4,6741.3,1085.5
NA,18,"Folie11.jpg","Eye",27,8559.7,8592.9,8.4
NA,26,"Folie5.jpg","Eye",9,4452.5,4472.5,8.4
NA,25,"Folie28.jpg","Eye",5,843.3,919.7,8.4
"Grid",14,"Folie20.jpg","Eye",18,7548.4,7768.5,183.9
NA,9,"Folie16.jpg","Eye",10,5911,5937.9,16.7
"Grid",29,"Folie15.jpg","Eye",15,4699.4,4775.7,133.6
"Grid",8,"Folie22.jpg","Eye",11,3878.7,4042.7,183.8
"Fixation",18,"Folie11.jpg","Eye",4,1062,1610.9,384
NA,28,"Folie6.jpg","Eye",6,8253.7,8425.4,133.6
NA,8,"Folie22.jpg","Eye",21,6725.3,6723,8.3
"Grid",24,"Folie21.jpg","Eye",9,3214,3385.6,200.4
"Grid",15,"Folie8.jpg","Eye",18,5865,6280.1,384.1
NA,7,"Folie26.jpg","Eye",13,5085.8,5096,33.4
"Grid",5,"Folie12.jpg","Eye",17,5217.4,5386.3,133.5
"Grid",6,"Folie9.jpg","Eye",22,6715.4,6878.9,192.1
"Grid",23,"Folie14.jpg","Eye",14,6456.1,6639.9,150.2
"Fixation",4,"Folie24.jpg","Eye",3,1033.3,1298.6,359
"Grid",30,"Folie17.jpg","Eye",19,7147.5,7727.6,542.3
NA,15,"Folie8.jpg","Eye",20,6149.7,6188.1,16.7
"Fixation",4,"Folie24.jpg","Eye",3,649.6,714.7,83.5
"Grid",6,"Folie9.jpg","Eye",21,7427.3,7667.9,242.2
"Grid",1,"Folie19.jpg","Eye",15,4336.8,4716,384.1
NA,14,"Folie20.jpg","Eye",12,4384.8,4398.5,33.4
NA,15,"Folie8.jpg","Eye",9,2598.9,2614.2,16.7
NA,18,"Folie11.jpg","Eye",18,44433.8,44876.4,1268.5
"Grid",2,"Folie3.jpg","Eye",14,4598.1,5049.3,375.9
NA,3,"Folie25.jpg","Eye",4,2223.5,2247.3,58.4
"Fixation",3,"Folie25.jpg","Eye",3,294.1,476.3,183.6
"Fixation",1,"Folie19.jpg","Eye",2,440.2,1182.5,918.4
NA,24,"Folie21.jpg","Eye",5,2725.8,2745.7,33.4
"Grid",21,"Folie10.jpg","Eye",18,6999.8,7127.5,150.3
"Grid",2,"Folie3.jpg","Eye",19,5506.4,5825,375.9
"Target Word",19,"Folie2.jpg","Eye",27,8958.2,9058.1,125.2
"Grid",16,"Folie27.jpg","Eye",16,4152,4443.8,283.9
"Fixation",28,"Folie6.jpg","Eye",3,570.2,1078.4,434.3
"Grid",14,"Folie20.jpg","Eye",12,3921.5,4148.2,216.8
NA,3,"Folie25.jpg","Eye",8,3889.4,3897.7,8.3
NA,28,"Folie6.jpg","Eye",28,8405.6,8448.7,8.4
"Target Word",17,"Folie1.jpg","Eye",8,2799,2878.9,158.6
NA,22,"Folie13.jpg","Eye",2,1766.6,1863.3,150.3
NA,15,"Folie8.jpg","Eye",8,3098.2,3145.8,41.7
"Grid",9,"Folie16.jpg","Eye",10,4613.3,5075.3,467.3
"Grid",17,"Folie1.jpg","Eye",28,8489.2,9068,629.2
"Target Word",7,"Folie26.jpg","Eye",29,8245.8,8607.3,467.6
NA,15,"Folie8.jpg","Eye",19,5890.8,5896.3,16.7
"Grid",9,"Folie16.jpg","Eye",10,3680.1,3941,275.6
"Grid",5,"Folie12.jpg","Eye",14,4124.9,4261.6,100.2
"Target Word",7,"Folie26.jpg","Eye",1,136.7,246,83.4
"Grid",20,"Folie29.jpg","Eye",13,4376.6,4510.2,150.3
"Grid",16,"Folie27.jpg","Eye",11,3204.4,3372.6,166.9
NA,18,"Folie11.jpg","Eye",12,4149.5,4185.5,16.7
NA,21,"Folie10.jpg","Eye",18,8371.7,8408.6,8.4
NA,1,"Folie19.jpg","Eye",8,3362.6,3412.7,66.8
"Grid",30,"Folie17.jpg","Eye",6,2943.1,3184.1,233.7
NA,6,"Folie9.jpg","Eye",1,322,456.9,116.9
NA,17,"Folie1.jpg","Eye",25,8996.4,9016.9,33.4
