Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Port Status	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	8	3378.7	3395.4	10954158.0	10954174.7	16.7	-	-	-	-	-	-	-	388.0	595.2	362.4	798.3	1.4	5682.5	8095.3	-7348.7	83.2	273.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	9	3395.4	3579.0	10954174.7	10954358.3	183.6	347.9	847.1	12.6	12.6	3.2	24.7	61.9	-	-	-	-	-	-	-	-	-	-	-	Cell 3	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	9	3579.0	3629.1	10954358.3	10954408.4	50.1	-	-	-	-	-	-	-	342.8	859.4	956.1	867.7	7.0	7439.2	11034.4	-10882.5	139.4	370.7	66.7	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	10	3629.1	3762.7	10954408.4	10954541.9	133.6	951.8	878.4	12.9	12.9	3.2	13.7	21.3	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	10	3762.7	3796.1	10954541.9	10954575.3	33.4	-	-	-	-	-	-	-	942.4	886.8	466.4	682.6	5.3	10257.8	13838.3	-12424.1	160.2	464.8	50.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	11	3796.1	3946.3	10954575.3	10954725.6	150.3	415.5	668.8	12.5	12.5	3.1	67.2	27.0	-	-	-	-	-	-	-	-	-	-	-	Cell 2	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	11	3946.3	3963.0	10954725.6	10954742.3	16.7	-	-	-	-	-	-	-	399.1	655.5	395.2	641.2	0.2	155.8	119.7	-263.2	14.8	22.6	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	12	3963.0	4146.7	10954742.3	10954925.9	183.6	382.7	625.8	12.4	12.4	3.1	19.9	21.4	-	-	-	-	-	-	-	-	-	-	-	Cell 2	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	12	4146.7	4163.4	10954925.9	10954942.6	16.7	-	-	-	-	-	-	-	377.6	622.4	354.9	823.2	1.3	5329.8	7981.4	-6890.5	78.3	269.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	13	4163.4	4363.7	10954942.6	10955143.0	200.3	344.8	874.3	12.6	12.6	3.1	29.7	68.0	-	-	-	-	-	-	-	-	-	-	-	Cell 3	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	13	4363.7	4413.8	10955143.0	10955193.1	50.1	-	-	-	-	-	-	-	341.6	876.9	1059.1	883.9	8.2	8047.3	10792.0	-10269.1	164.3	360.6	66.7	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	14	4413.8	4731.0	10955193.1	10955510.3	317.2	1054.0	885.5	13.0	13.0	3.2	19.4	21.5	-	-	-	-	-	-	-	-	-	-	-	Cell 9	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	14	4731.0	4764.4	10955510.3	10955543.7	33.4	-	-	-	-	-	-	-	1061.7	873.4	761.8	874.3	2.9	5724.2	8490.7	-7982.1	86.3	287.8	50.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	15	4764.4	4831.2	10955543.7	10955610.5	66.8	747.3	875.4	13.4	13.4	-	19.4	10.1	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	15	4831.2	4864.6	10955610.5	10955643.9	33.4	-	-	-	-	-	-	-	742.4	880.2	1067.5	876.0	3.7	5554.0	8529.2	-8447.3	111.1	287.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	16	4864.6	4931.4	10955643.9	10955710.7	66.8	1136.8	871.5	12.8	12.8	-	88.8	6.6	-	-	-	-	-	-	-	-	-	-	-	Cell 9	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	16	4931.4	4948.1	10955710.7	10955727.4	16.7	-	-	-	-	-	-	-	1155.1	869.7	1153.3	864.7	0.1	86.7	138.2	-66.6	6.0	8.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	17	4948.1	5098.4	10955727.4	10955877.6	150.3	1185.6	861.0	12.8	12.8	-	85.9	10.8	-	-	-	-	-	-	-	-	-	-	-	Cell 9	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Blink	Right	1	5165.2	5632.6	10955944.4	10956411.9	467.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	17	5632.6	5666.0	10956411.9	10956445.3	33.4	-	-	-	-	-	-	-	1034.3	292.5	1039.2	302.3	28.4	31913.3	42441.4	-42621.3	851.6	1424.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	18	5666.0	5766.2	10956445.3	10956545.4	100.2	1038.8	286.9	14.3	14.3	3.4	9.9	89.1	-	-	-	-	-	-	-	-	-	-	-	White Space	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	18	5766.2	5782.9	10956545.4	10956562.1	16.7	-	-	-	-	-	-	-	1032.1	213.1	970.1	133.6	1.2	3336.0	3940.5	-3580.4	71.7	134.6	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	19	5782.9	5916.4	10956562.1	10956695.7	133.6	971.7	144.8	14.2	14.2	3.5	10.5	23.6	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	19	5916.4	5966.5	10956695.7	10956745.8	50.1	-	-	-	-	-	-	-	968.0	145.7	1219.8	921.7	10.0	10005.2	12994.2	-12684.2	199.3	453.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	20	5966.5	6050.0	10956745.8	10956829.2	83.5	1203.0	975.5	13.5	13.5	3.4	25.4	73.7	-	-	-	-	-	-	-	-	-	-	-	Cell 9	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	20	6050.0	6100.1	10956829.2	10956879.3	50.1	-	-	-	-	-	-	-	1201.8	995.4	1185.9	870.1	1.9	2078.1	4797.0	-4380.7	38.4	161.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	21	6100.1	6667.5	10956879.3	10957446.7	567.4	1195.5	852.0	13.6	13.6	3.3	31.9	66.9	-	-	-	-	-	-	-	-	-	-	-	Cell 9	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	21	6667.5	6734.2	10957446.7	10957513.5	66.8	-	-	-	-	-	-	-	1211.1	830.3	1388.8	834.3	2.6	2264.5	6704.6	-6686.0	38.9	232.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	22	6734.2	6984.6	10957513.5	10957763.9	250.4	1404.2	828.2	14.5	14.5	3.4	25.0	10.7	-	-	-	-	-	-	-	-	-	-	-	Cell 12	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	22	6984.6	7001.3	10957763.9	10957780.6	16.7	-	-	-	-	-	-	-	1413.8	832.1	1522.6	832.2	0.7	2863.9	4267.6	-4258.3	39.7	145.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	23	7001.3	7235.2	10957780.6	10958014.5	233.9	1537.1	831.6	15.1	15.1	3.6	23.3	6.0	-	-	-	-	-	-	-	-	-	-	-	Cell 12	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	23	7235.2	7252.0	10958014.5	10958031.2	16.7	-	-	-	-	-	-	-	1545.9	833.7	1429.1	834.4	0.7	3158.2	4584.7	-4577.9	42.8	155.8	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	24	7252.0	7569.4	10958031.2	10958348.6	317.4	1428.1	835.6	15.6	15.6	3.7	17.8	6.7	-	-	-	-	-	-	-	-	-	-	-	Cell 12	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	24	7569.4	7586.1	10958348.6	10958365.3	16.7	-	-	-	-	-	-	-	1421.1	831.6	1551.4	831.8	0.8	3379.1	5166.4	-4832.3	47.3	173.9	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	25	7586.1	7769.8	10958365.3	10958549.1	183.7	1554.4	824.8	15.4	15.4	3.7	13.8	14.2	-	-	-	-	-	-	-	-	-	-	-	Cell 12	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	25	7769.8	7786.5	10958549.1	10958565.7	16.7	-	-	-	-	-	-	-	1554.5	817.6	1431.1	820.7	0.8	3158.1	4641.7	-4575.5	47.9	164.8	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	26	7786.5	7903.2	10958565.7	10958682.5	116.7	1423.6	826.6	15.6	15.6	3.7	11.6	13.5	-	-	-	-	-	-	-	-	-	-	-	Cell 12	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Blink	Right	2	7936.6	8053.3	10958715.8	10958832.6	116.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	26	8053.3	8070.0	10958832.6	10958849.2	16.7	-	-	-	-	-	-	-	1579.8	825.7	1546.1	671.9	10.6	26659.1	6306.7	-67386.3	636.6	2291.1	0.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	27	8070.0	8170.0	10958849.2	10958949.3	100.1	1540.2	638.4	15.3	15.3	3.7	9.1	46.7	-	-	-	-	-	-	-	-	-	-	-	Cell 11	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	27	8170.0	8203.4	10958949.3	10958982.6	33.4	-	-	-	-	-	-	-	1537.8	628.4	1536.4	632.0	28.7	64216.1	64352.3	-64283.3	861.5	2145.5	100.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	28	8203.4	8336.8	10958982.6	10959116.1	133.4	1525.9	628.0	15.2	15.2	3.8	75.5	9.3	-	-	-	-	-	-	-	-	-	-	-	Cell 11	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	28	8336.8	8403.5	10959116.1	10959182.8	66.7	-	-	-	-	-	-	-	1460.9	622.7	1401.3	639.8	39.8	40258.7	59373.8	-60080.8	597.1	2006.6	75.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	29	8403.5	8570.3	10959182.8	10959349.5	166.8	1396.3	650.9	14.7	14.7	3.8	14.1	20.1	-	-	-	-	-	-	-	-	-	-	-	Cell 11	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Blink	Right	3	8587.0	8753.9	10959366.2	10959533.1	166.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Saccade	Right	29	8753.9	8770.6	10959533.1	10959549.8	16.7	-	-	-	-	-	-	-	1536.6	739.2	1535.4	645.5	9.7	24106.3	3754.5	-65605.9	583.8	2198.4	0.0	-	-	-	-	-	-	-	-	-	-
Trial006	10950779.3	Folie9.jpg	0.0	9000.0	B002VS101	CornflowerBlue	91.1	Eye	Fixation	Right	30	8770.6	9054.4	10959549.8	10959833.6	283.8	1531.0	648.3	14.1	14.1	3.7	58.3	20.4	-	-	-	-	-	-	-	-	-	-	-	Cell 11	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Information	Separator	-	1	0.0	-	10959862.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folie26.jpg
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	1	4.4	254.8	10959867.0	10960117.5	250.4	1420.7	628.4	14.2	14.2	3.8	24.9	13.4	-	-	-	-	-	-	-	-	-	-	-	Cell 11	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	1	254.8	338.3	10960117.5	10960200.9	83.5	-	-	-	-	-	-	-	1411.4	628.5	261.5	420.3	18.6	7426.0	14239.7	-10960.3	222.5	482.0	20.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	2	338.3	471.9	10960200.9	10960334.5	133.6	244.1	420.1	14.2	14.2	3.8	22.8	10.0	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	2	471.9	488.5	10960334.5	10960351.2	16.7	-	-	-	-	-	-	-	239.1	421.3	83.0	458.4	1.3	4891.3	6192.1	-6163.9	76.0	214.2	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	3	488.5	705.6	10960351.2	10960568.2	217.0	54.5	508.5	13.7	13.7	3.7	40.3	59.7	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	3	705.6	722.3	10960568.2	10960584.9	16.7	-	-	-	-	-	-	-	42.7	513.2	41.4	510.6	0.1	56.0	121.9	-27.8	3.3	4.8	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	4	722.3	2257.9	10960584.9	10962120.6	1535.6	50.3	508.5	13.3	13.3	3.5	23.5	42.3	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	4	2257.9	2308.0	10962120.6	10962170.6	50.1	-	-	-	-	-	-	-	56.9	497.8	747.2	245.5	8.5	8418.1	12830.5	-12290.8	170.3	429.9	66.7	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	5	2308.0	2391.4	10962170.6	10962254.1	83.4	765.5	241.3	13.1	13.1	3.4	31.0	17.7	-	-	-	-	-	-	-	-	-	-	-	White Space	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	5	2391.4	2408.1	10962254.1	10962270.8	16.7	-	-	-	-	-	-	-	778.2	249.3	934.8	234.3	1.0	4114.3	6166.6	-6003.6	59.6	209.9	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	6	2408.1	2658.5	10962270.8	10962521.1	250.3	930.9	210.2	13.1	13.1	3.4	37.3	47.9	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	6	2658.5	2675.2	10962521.1	10962537.8	16.7	-	-	-	-	-	-	-	902.5	227.1	830.9	361.7	1.2	4457.9	6044.9	-5424.3	72.4	203.5	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	7	2675.2	2808.7	10962537.8	10962671.3	133.5	808.0	375.0	12.9	12.9	3.3	57.9	18.5	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	7	2808.7	2825.4	10962671.3	10962688.0	16.7	-	-	-	-	-	-	-	773.0	380.3	737.6	390.8	0.5	1138.6	1364.7	-1217.7	28.6	49.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	8	2825.4	2942.2	10962688.0	10962804.9	116.8	716.4	393.6	13.1	13.1	3.3	46.7	5.6	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	8	2942.2	2958.9	10962804.9	10962821.5	16.7	-	-	-	-	-	-	-	690.9	395.8	496.3	397.8	1.5	5529.6	7721.3	-7536.1	91.5	259.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	9	2958.9	3209.3	10962821.5	10963072.0	250.4	433.0	399.4	13.2	13.2	3.4	74.7	17.2	-	-	-	-	-	-	-	-	-	-	-	Cell 1	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	9	3209.3	3259.4	10963072.0	10963122.1	50.1	-	-	-	-	-	-	-	423.7	388.7	1239.2	382.8	9.7	8614.1	12497.4	-10681.9	193.9	420.5	66.7	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	10	3259.4	3409.7	10963122.1	10963272.4	150.3	1302.5	377.9	13.2	13.2	3.4	84.1	10.8	-	-	-	-	-	-	-	-	-	-	-	Cell 10	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	10	3409.7	3426.4	10963272.4	10963289.1	16.7	-	-	-	-	-	-	-	1315.8	372.0	1359.8	373.5	0.3	890.0	1516.2	-1132.3	18.1	58.8	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	11	3426.4	3543.3	10963289.1	10963405.9	116.9	1380.6	369.0	13.2	13.2	3.4	34.4	9.4	-	-	-	-	-	-	-	-	-	-	-	Cell 10	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	11	3543.3	3576.7	10963405.9	10963439.3	33.4	-	-	-	-	-	-	-	1393.2	364.1	1119.6	363.8	2.6	5263.1	7428.0	-7029.7	78.0	252.2	50.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	12	3576.7	3760.3	10963439.3	10963623.0	183.6	1102.9	367.6	13.3	13.3	3.4	42.3	33.4	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	12	3760.3	3777.0	10963623.0	10963639.7	16.7	-	-	-	-	-	-	-	1078.2	393.3	1052.4	390.2	0.4	406.8	-16.7	-785.6	26.1	35.2	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	13	3777.0	3860.5	10963639.7	10963723.1	83.5	1046.4	401.4	13.2	13.2	3.4	11.7	18.9	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	13	3860.5	3877.2	10963723.1	10963739.8	16.7	-	-	-	-	-	-	-	1043.4	409.1	1072.7	550.4	1.3	4622.5	5523.4	-5319.6	77.4	192.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	14	3877.2	3960.7	10963739.8	10963823.3	83.5	1078.9	613.6	13.2	13.2	3.4	19.7	79.1	-	-	-	-	-	-	-	-	-	-	-	Cell 8	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	14	3960.7	3977.4	10963823.3	10963840.0	16.7	-	-	-	-	-	-	-	1089.0	629.5	1091.0	628.4	0.1	116.5	105.1	-170.2	6.1	8.8	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	15	3977.4	4177.7	10963840.0	10964040.3	200.3	1095.2	639.9	13.3	13.3	3.3	6.1	19.3	-	-	-	-	-	-	-	-	-	-	-	Cell 8	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	15	4177.7	4211.1	10964040.3	10964073.7	33.4	-	-	-	-	-	-	-	1094.8	647.7	796.0	639.4	2.9	5504.9	7663.5	-6883.2	86.7	258.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	16	4211.1	4378.0	10964073.7	10964240.7	166.9	754.3	632.4	13.2	13.2	3.3	51.6	13.3	-	-	-	-	-	-	-	-	-	-	-	Cell 5	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Saccade	Right	16	4378.0	4411.4	10964240.7	10964274.1	33.4	-	-	-	-	-	-	-	746.2	627.1	443.4	627.3	3.4	5113.2	7404.1	-7018.4	103.3	248.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial007	10959862.6	Folie26.jpg	0.0	9000.0	B002VS101	CornflowerBlue	92.3	Eye	Fixation	Right	17	4411.4	4478.2	10964274.1	10964340.8	66.8	372.4	632.1	13.1	13.1	-	91.9	6.8	-	-	-	-	-	-	-	-	-	-	-	Cell 2	-	-	-	-	-	-	-	-	-
